Date : 2023-06-07 02:50:02
Directory : d:\Flutter Application\book_store\lib
Total : 158 files,  14688 codes, 46 comments, 1062 blanks, all 15796 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| d:\Flutter Application\book_store\lib\Category\ComicCategory\ui\comic_category_page.dart           | Dart     |        100 |          0 |          5 |        105 |
| d:\Flutter Application\book_store\lib\Category\LiteratureCategory\bloc\literature_bloc.dart        | Dart     |         51 |          0 |          7 |         58 |
| d:\Flutter Application\book_store\lib\Category\LiteratureCategory\bloc\literature_event.dart       | Dart     |         10 |          0 |          5 |         15 |
| d:\Flutter Application\book_store\lib\Category\LiteratureCategory\bloc\literature_state.dart       | Dart     |         15 |          2 |          7 |         24 |
| d:\Flutter Application\book_store\lib\Category\LiteratureCategory\ui\literature_category_page.dart | Dart     |        101 |          0 |          5 |        106 |
| d:\Flutter Application\book_store\lib\Category\OtherCategory\bloc\other_bloc.dart                  | Dart     |         51 |          0 |          6 |         57 |
| d:\Flutter Application\book_store\lib\Category\OtherCategory\bloc\other_event.dart                 | Dart     |         10 |          0 |          5 |         15 |
| d:\Flutter Application\book_store\lib\Category\OtherCategory\bloc\other_state.dart                 | Dart     |         15 |          0 |          6 |         21 |
| d:\Flutter Application\book_store\lib\Category\OtherCategory\ui\other_category_page.dart           | Dart     |        100 |          0 |          5 |        105 |
| d:\Flutter Application\book_store\lib\Category\SGKCategory\bloc\sgk_bloc.dart                      | Dart     |         51 |          0 |          6 |         57 |
| d:\Flutter Application\book_store\lib\Category\SGKCategory\bloc\sgk_event.dart                     | Dart     |         10 |          0 |          5 |         15 |
| d:\Flutter Application\book_store\lib\Category\SGKCategory\bloc\sgk_state.dart                     | Dart     |         15 |          0 |          6 |         21 |
| d:\Flutter Application\book_store\lib\Category\SGKCategory\ui\sgk_category_page.dart               | Dart     |        100 |          0 |          4 |        104 |
| d:\Flutter Application\book_store\lib\Category\ScienceCategory\bloc\science_bloc.dart              | Dart     |         51 |          0 |          7 |         58 |
| d:\Flutter Application\book_store\lib\Category\ScienceCategory\bloc\science_event.dart             | Dart     |         10 |          0 |          5 |         15 |
| d:\Flutter Application\book_store\lib\Category\ScienceCategory\bloc\science_state.dart             | Dart     |         15 |          0 |          6 |         21 |
| d:\Flutter Application\book_store\lib\Category\ScienceCategory\ui\science_category_page.dart       | Dart     |        101 |          0 |          5 |        106 |
| d:\Flutter Application\book_store\lib\Category\category_loading_state.dart                         | Dart     |         40 |          0 |          3 |         43 |
| d:\Flutter Application\book_store\lib\Category\category_page.dart                                  | Dart     |        138 |          0 |          8 |        146 |
| d:\Flutter Application\book_store\lib\Checkout\bloc\checkout_bloc.dart                             | Dart     |        330 |          0 |         42 |        372 |
| d:\Flutter Application\book_store\lib\Checkout\bloc\checkout_event.dart                            | Dart     |         43 |          2 |         16 |         61 |
| d:\Flutter Application\book_store\lib\Checkout\bloc\checkout_state.dart                            | Dart     |         38 |          0 |         12 |         50 |
| d:\Flutter Application\book_store\lib\Checkout\ui\address_loading.dart                             | Dart     |         78 |          0 |          3 |         81 |
| d:\Flutter Application\book_store\lib\Checkout\ui\checkout_item.dart                               | Dart     |        117 |          0 |          3 |        120 |
| d:\Flutter Application\book_store\lib\Checkout\ui\checkout_loading.dart                            | Dart     |        245 |          0 |          3 |        248 |
| d:\Flutter Application\book_store\lib\Checkout\ui\checkout_page.dart                               | Dart     |        856 |          0 |         17 |        873 |
| d:\Flutter Application\book_store\lib\Checkout\ui\payment_method_page.dart                         | Dart     |        184 |          0 |          7 |        191 |
| d:\Flutter Application\book_store\lib\Checkout\ui\transport_page.dart                              | Dart     |        232 |          0 |          6 |        238 |
| d:\Flutter Application\book_store\lib\CustomWidget\advertising_banner.dart                         | Dart     |         76 |          0 |          5 |         81 |
| d:\Flutter Application\book_store\lib\CustomWidget\category_shimmer.dart                           | Dart     |         50 |          0 |          3 |         53 |
| d:\Flutter Application\book_store\lib\CustomWidget\custom_list_tile.dart                           | Dart     |         53 |          0 |          3 |         56 |
| d:\Flutter Application\book_store\lib\CustomWidget\custom_page_route.dart                          | Dart     |         18 |          0 |          4 |         22 |
| d:\Flutter Application\book_store\lib\CustomWidget\custom_page_route_2.dart                        | Dart     |         18 |          0 |          4 |         22 |
| d:\Flutter Application\book_store\lib\CustomWidget\order_status_button.dart                        | Dart     |         50 |          0 |          3 |         53 |
| d:\Flutter Application\book_store\lib\CustomWidget\product_item.dart                               | Dart     |        150 |          0 |          3 |        153 |
| d:\Flutter Application\book_store\lib\CustomWidget\product_shimmer_item.dart                       | Dart     |        105 |          0 |          3 |        108 |
| d:\Flutter Application\book_store\lib\CustomWidget\search_bar.dart                                 | Dart     |         76 |          0 |          3 |         79 |
| d:\Flutter Application\book_store\lib\DemoData\product_demo_data.dart                              | Dart     |      1,006 |          8 |          5 |      1,019 |
| d:\Flutter Application\book_store\lib\Favorite\bloc\favorite_bloc.dart                             | Dart     |         83 |          0 |         18 |        101 |
| d:\Flutter Application\book_store\lib\Favorite\bloc\favorite_event.dart                            | Dart     |         16 |          0 |          9 |         25 |
| d:\Flutter Application\book_store\lib\Favorite\bloc\favorite_state.dart                            | Dart     |         14 |          0 |          7 |         21 |
| d:\Flutter Application\book_store\lib\Favorite\ui\favorite_item.dart                               | Dart     |        160 |          0 |          3 |        163 |
| d:\Flutter Application\book_store\lib\Favorite\ui\favorite_page.dart                               | Dart     |         77 |          0 |          3 |         80 |
| d:\Flutter Application\book_store\lib\Home\bloc\home_bloc.dart                                     | Dart     |         36 |          0 |          8 |         44 |
| d:\Flutter Application\book_store\lib\Home\bloc\home_event.dart                                    | Dart     |          7 |          0 |          4 |         11 |
| d:\Flutter Application\book_store\lib\Home\bloc\home_state.dart                                    | Dart     |         17 |          0 |          7 |         24 |
| d:\Flutter Application\book_store\lib\Home\ui\category.dart                                        | Dart     |         55 |          0 |          3 |         58 |
| d:\Flutter Application\book_store\lib\Home\ui\home_page.dart                                       | Dart     |        138 |          0 |          5 |        143 |
| d:\Flutter Application\book_store\lib\Home\ui\home_page_loading.dart                               | Dart     |         77 |          0 |          3 |         80 |
| d:\Flutter Application\book_store\lib\Login_Register\auth_page.dart                                | Dart     |        109 |          0 |          7 |        116 |
| d:\Flutter Application\book_store\lib\Login_Register\default_login.dart                            | Dart     |        326 |          4 |          9 |        339 |
| d:\Flutter Application\book_store\lib\Login_Register\default_register.dart                         | Dart     |        368 |          4 |         13 |        385 |
| d:\Flutter Application\book_store\lib\Login_Register\forgot_page.dart                              | Dart     |        175 |          0 |          6 |        181 |
| d:\Flutter Application\book_store\lib\Notification\tin_nhan_page.dart                              | Dart     |         10 |          0 |          3 |         13 |
| d:\Flutter Application\book_store\lib\OrderBill\bloc\bill_bloc.dart                                | Dart     |         31 |          0 |          9 |         40 |
| d:\Flutter Application\book_store\lib\OrderBill\bloc\bill_event.dart                               | Dart     |         10 |          0 |          5 |         15 |
| d:\Flutter Application\book_store\lib\OrderBill\bloc\bill_state.dart                               | Dart     |         11 |          0 |          6 |         17 |
| d:\Flutter Application\book_store\lib\OrderBill\ui\order_bill_loading.dart                         | Dart     |        292 |          0 |          3 |        295 |
| d:\Flutter Application\book_store\lib\OrderBill\ui\order_bill_page.dart                            | Dart     |        281 |          0 |          3 |        284 |
| d:\Flutter Application\book_store\lib\ProductDetail\bloc\product_bloc.dart                         | Dart     |         79 |          0 |         14 |         93 |
| d:\Flutter Application\book_store\lib\ProductDetail\bloc\product_event.dart                        | Dart     |         14 |          0 |          7 |         21 |
| d:\Flutter Application\book_store\lib\ProductDetail\bloc\product_state.dart                        | Dart     |         19 |          0 |          7 |         26 |
| d:\Flutter Application\book_store\lib\ProductDetail\ui\product_detail_loading.dart                 | Dart     |         88 |          0 |          3 |         91 |
| d:\Flutter Application\book_store\lib\ProductDetail\ui\product_detail_page.dart                    | Dart     |        459 |          0 |          4 |        463 |
| d:\Flutter Application\book_store\lib\ProductDetail\ui\product_images.dart                         | Dart     |         77 |          0 |          5 |         82 |
| d:\Flutter Application\book_store\lib\ProductDetail\ui\star_point.dart                             | Dart     |         38 |          0 |          3 |         41 |
| d:\Flutter Application\book_store\lib\Profile\bloc\user_bloc.dart                                  | Dart     |         79 |          3 |         14 |         96 |
| d:\Flutter Application\book_store\lib\Profile\bloc\user_event.dart                                 | Dart     |         28 |          0 |          8 |         36 |
| d:\Flutter Application\book_store\lib\Profile\bloc\user_state.dart                                 | Dart     |         27 |          0 |          9 |         36 |
| d:\Flutter Application\book_store\lib\Profile\ui\change_info_page.dart                             | Dart     |        265 |          0 |          3 |        268 |
| d:\Flutter Application\book_store\lib\Profile\ui\profile_page.dart                                 | Dart     |        328 |          0 |          5 |        333 |
| d:\Flutter Application\book_store\lib\Profile\ui\proflie_loading_page.dart                         | Dart     |        243 |          0 |          3 |        246 |
| d:\Flutter Application\book_store\lib\Profile\ui\support_page.dart                                 | Dart     |         18 |          0 |          3 |         21 |
| d:\Flutter Application\book_store\lib\SearchPage\bloc\search_bloc.dart                             | Dart     |         96 |          0 |         19 |        115 |
| d:\Flutter Application\book_store\lib\SearchPage\bloc\search_event.dart                            | Dart     |         21 |          0 |         11 |         32 |
| d:\Flutter Application\book_store\lib\SearchPage\bloc\search_state.dart                            | Dart     |         17 |          0 |          9 |         26 |
| d:\Flutter Application\book_store\lib\SearchPage\ui\search_loading_page.dart                       | Dart     |         54 |          0 |          3 |         57 |
| d:\Flutter Application\book_store\lib\SearchPage\ui\search_page.dart                               | Dart     |        107 |          0 |          5 |        112 |
| d:\Flutter Application\book_store\lib\SearchPage\ui\search_result_page.dart                        | Dart     |         65 |          0 |          4 |         69 |
| d:\Flutter Application\book_store\lib\SearchPage\ui\search_suggestion_item.dart                    | Dart     |         32 |          0 |          3 |         35 |
| d:\Flutter Application\book_store\lib\Transaction\AwaitPickup\bloc\await_pickup_bloc.dart          | Dart     |        104 |          0 |         20 |        124 |
| d:\Flutter Application\book_store\lib\Transaction\AwaitPickup\bloc\await_pickup_event.dart         | Dart     |         16 |          0 |          9 |         25 |
| d:\Flutter Application\book_store\lib\Transaction\AwaitPickup\bloc\await_pickup_state.dart         | Dart     |         14 |          0 |          8 |         22 |
| d:\Flutter Application\book_store\lib\Transaction\AwaitPickup\ui\await_pickup_page.dart            | Dart     |         65 |          0 |          3 |         68 |
| d:\Flutter Application\book_store\lib\Transaction\AwaitPickup\ui\await_transaction_item.dart       | Dart     |         43 |          0 |          4 |         47 |
| d:\Flutter Application\book_store\lib\Transaction\Cancelled\bloc\cancelled_bloc.dart               | Dart     |         88 |          0 |         17 |        105 |
| d:\Flutter Application\book_store\lib\Transaction\Cancelled\bloc\cancelled_event.dart              | Dart     |         12 |          0 |          7 |         19 |
| d:\Flutter Application\book_store\lib\Transaction\Cancelled\bloc\cancelled_state.dart              | Dart     |         14 |          0 |          8 |         22 |
| d:\Flutter Application\book_store\lib\Transaction\Cancelled\ui\cancelled_item.dart                 | Dart     |         60 |          0 |          4 |         64 |
| d:\Flutter Application\book_store\lib\Transaction\Cancelled\ui\cancelled_transaction_page.dart     | Dart     |         60 |          0 |          3 |         63 |
| d:\Flutter Application\book_store\lib\Transaction\Delivered\bloc\delivered_bloc.dart               | Dart     |         88 |          0 |         17 |        105 |
| d:\Flutter Application\book_store\lib\Transaction\Delivered\bloc\delivered_event.dart              | Dart     |         12 |          0 |          7 |         19 |
| d:\Flutter Application\book_store\lib\Transaction\Delivered\bloc\delivered_state.dart              | Dart     |         14 |          0 |          8 |         22 |
| d:\Flutter Application\book_store\lib\Transaction\Delivered\ui\delivered_item.dart                 | Dart     |         69 |          0 |          4 |         73 |
| d:\Flutter Application\book_store\lib\Transaction\Delivered\ui\delivered_transaction_page.dart     | Dart     |         60 |          0 |          3 |         63 |
| d:\Flutter Application\book_store\lib\Transaction\Delivering\bloc\delivering_bloc.dart             | Dart     |        121 |          1 |         21 |        143 |
| d:\Flutter Application\book_store\lib\Transaction\Delivering\bloc\delivering_event.dart            | Dart     |         16 |          0 |          9 |         25 |
| d:\Flutter Application\book_store\lib\Transaction\Delivering\bloc\delivering_state.dart            | Dart     |         14 |          0 |          8 |         22 |
| d:\Flutter Application\book_store\lib\Transaction\Delivering\ui\delivering_item.dart               | Dart     |         59 |          0 |          4 |         63 |
| d:\Flutter Application\book_store\lib\Transaction\Delivering\ui\delivering_transaction_page.dart   | Dart     |         82 |          0 |          3 |         85 |
| d:\Flutter Application\book_store\lib\Transaction\Unconfirmed\bloc\unconfirmed_bloc.dart           | Dart     |        104 |          0 |         19 |        123 |
| d:\Flutter Application\book_store\lib\Transaction\Unconfirmed\bloc\unconfirmed_event.dart          | Dart     |         16 |          0 |          9 |         25 |
| d:\Flutter Application\book_store\lib\Transaction\Unconfirmed\bloc\unconfirmed_state.dart          | Dart     |         14 |          0 |          8 |         22 |
| d:\Flutter Application\book_store\lib\Transaction\Unconfirmed\ui\unconfirmed_transaction_item.dart | Dart     |         43 |          0 |          4 |         47 |
| d:\Flutter Application\book_store\lib\Transaction\Unconfirmed\ui\unconfirmed_transaction_page.dart | Dart     |         65 |          0 |          3 |         68 |
| d:\Flutter Application\book_store\lib\Transaction\ui\abstract_transaction_detail_page.dart         | Dart     |        553 |          0 |          6 |        559 |
| d:\Flutter Application\book_store\lib\Transaction\ui\abstract_transaction_item.dart                | Dart     |        234 |          0 |          5 |        239 |
| d:\Flutter Application\book_store\lib\Transaction\ui\confirm_cancelled_dialog.dart                 | Dart     |        108 |          0 |          3 |        111 |
| d:\Flutter Application\book_store\lib\Transaction\ui\confirm_received_dialog.dart                  | Dart     |        108 |          0 |          3 |        111 |
| d:\Flutter Application\book_store\lib\Transaction\ui\empty_page.dart                               | Dart     |         34 |          0 |          3 |         37 |
| d:\Flutter Application\book_store\lib\Transaction\ui\transaction_detail_cancel_page.dart           | Dart     |         38 |          0 |          4 |         42 |
| d:\Flutter Application\book_store\lib\Transaction\ui\transaction_detail_receive_page.dart          | Dart     |         36 |          0 |          3 |         39 |
| d:\Flutter Application\book_store\lib\Transaction\ui\transaction_detail_reorder_page.dart          | Dart     |         36 |          0 |          3 |         39 |
| d:\Flutter Application\book_store\lib\Transaction\ui\transaction_loading.dart                      | Dart     |         15 |          0 |          3 |         18 |
| d:\Flutter Application\book_store\lib\Transaction\ui\transaction_page.dart                         | Dart     |        110 |          0 |          9 |        119 |
| d:\Flutter Application\book_store\lib\Transaction\ui\transaction_product.dart                      | Dart     |        123 |          0 |          3 |        126 |
| d:\Flutter Application\book_store\lib\bloc\main_bloc.dart                                          | Dart     |         39 |          0 |          6 |         45 |
| d:\Flutter Application\book_store\lib\bloc\main_event.dart                                         | Dart     |         15 |          0 |          7 |         22 |
| d:\Flutter Application\book_store\lib\bloc\main_state.dart                                         | Dart     |         15 |          0 |          7 |         22 |
| d:\Flutter Application\book_store\lib\firebase_options.dart                                        | Dart     |         66 |         12 |          6 |         84 |
| d:\Flutter Application\book_store\lib\main.dart                                                    | Dart     |        257 |          0 |         10 |        267 |
| d:\Flutter Application\book_store\lib\models\address_model.dart                                    | Dart     |         36 |          0 |          6 |         42 |
| d:\Flutter Application\book_store\lib\models\advertising_model.dart                                | Dart     |         20 |          0 |          4 |         24 |
| d:\Flutter Application\book_store\lib\models\cart_item_model.dart                                  | Dart     |         59 |          0 |          6 |         65 |
| d:\Flutter Application\book_store\lib\models\category_model.dart                                   | Dart     |         46 |          0 |          5 |         51 |
| d:\Flutter Application\book_store\lib\models\create_order_response.dart                            | Dart     |         28 |          0 |          3 |         31 |
| d:\Flutter Application\book_store\lib\models\favorite_model.dart                                   | Dart     |         14 |          0 |          2 |         16 |
| d:\Flutter Application\book_store\lib\models\payment_method_model.dart                             | Dart     |         26 |          0 |          3 |         29 |
| d:\Flutter Application\book_store\lib\models\product_data_model.dart                               | Dart     |         47 |          0 |          5 |         52 |
| d:\Flutter Application\book_store\lib\models\search_suggestion_model.dart                          | Dart     |         26 |          0 |          5 |         31 |
| d:\Flutter Application\book_store\lib\models\sort_protduct_data_model.dart                         | Dart     |         32 |          0 |          4 |         36 |
| d:\Flutter Application\book_store\lib\models\transaction_model.dart                                | Dart     |         68 |          0 |          5 |         73 |
| d:\Flutter Application\book_store\lib\models\transport_model.dart                                  | Dart     |         34 |          0 |          5 |         39 |
| d:\Flutter Application\book_store\lib\models\user_model.dart                                       | Dart     |         12 |          0 |          2 |         14 |
| d:\Flutter Application\book_store\lib\theme.dart                                                   | Dart     |         33 |          0 |          7 |         40 |
| d:\Flutter Application\book_store\lib\utils\convert.dart                                           | Dart     |         20 |          0 |          6 |         26 |
| d:\Flutter Application\book_store\lib\utils\zalopay_app_config.dart                                | Dart     |          9 |          0 |          2 |         11 |
| Total                                                                                              |          |     14,688 |         46 |      1,062 |     15,796 |
+----------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
