"filename", "language", "Dart", "comment", "blank", "total"
"d:\Flutter Application\book_store\lib\ProductFeedback\bloc\product_feedback_state.dart", "Dart", 17, 0, 7, 24
"d:\Flutter Application\book_store\lib\ProductFeedback\ui\feedback_empty_page.dart", "Dart", 34, 0, 3, 37
"d:\Flutter Application\book_store\lib\ProductFeedback\ui\feedback_loading_item.dart", "Dart", 137, 0, 3, 140
"d:\Flutter Application\book_store\lib\ProductFeedback\ui\feedback_loading_page.dart", "Dart", 56, 0, 3, 59
"d:\Flutter Application\book_store\lib\ProductFeedback\ui\product_feedback_page.dart", "Dart", 226, 0, 5, 231
"d:\Flutter Application\book_store\lib\Profile\bloc\feedback_count_bloc.dart", "Dart", -1, 0, 0, -1
"d:\Flutter Application\book_store\lib\Profile\ui\change_info_page.dart", "Dart", -265, 0, -3, -268
"d:\Flutter Application\book_store\lib\Profile\ui\profile_page.dart", "Dart", 27, 0, 0, 27
"d:\Flutter Application\book_store\lib\Profile\ui\support_page.dart", "Dart", 75, 0, 0, 75
"d:\Flutter Application\book_store\lib\SearchPage\ui\search_result_page.dart", "Dart", 24, 0, 0, 24
"d:\Flutter Application\book_store\lib\Transaction\AwaitPickup\bloc\await_pickup_bloc.dart", "Dart", 14, 0, 1, 15
"d:\Flutter Application\book_store\lib\Transaction\Cancelled\bloc\cancelled_bloc.dart", "Dart", -3, 0, -1, -4
"d:\Flutter Application\book_store\lib\Transaction\Delivered\bloc\delivered_bloc.dart", "Dart", -3, 0, -1, -4
"d:\Flutter Application\book_store\lib\Transaction\Delivering\bloc\delivering_bloc.dart", "Dart", 23, 1, 4, 28
"d:\Flutter Application\book_store\lib\Transaction\Unconfirmed\bloc\unconfirmed_bloc.dart", "Dart", 14, 0, 0, 14
"d:\Flutter Application\book_store\lib\UserFeedback\bloc\user_feedback_bloc.dart", "Dart", 91, 0, 17, 108
"d:\Flutter Application\book_store\lib\UserFeedback\bloc\user_feedback_event.dart", "Dart", 28, 0, 9, 37
"d:\Flutter Application\book_store\lib\UserFeedback\bloc\user_feedback_state.dart", "Dart", 18, 0, 8, 26
"d:\Flutter Application\book_store\lib\UserFeedback\ui\feedback_bottom_sheet.dart", "Dart", 170, 0, 4, 174
"d:\Flutter Application\book_store\lib\UserFeedback\ui\feedback_empty_page.dart", "Dart", 34, 0, 3, 37
"d:\Flutter Application\book_store\lib\UserFeedback\ui\feedback_item.dart", "Dart", 91, 1, 3, 95
"d:\Flutter Application\book_store\lib\UserFeedback\ui\feedback_page.dart", "Dart", 140, 0, 4, 144
"d:\Flutter Application\book_store\lib\bloc\cart_count_bloc.dart", "Dart", 36, 0, 6, 42
"d:\Flutter Application\book_store\lib\bloc\cart_count_event.dart", "Dart", 13, 0, 7, 20
"d:\Flutter Application\book_store\lib\bloc\cart_count_state.dart", "Dart", 13, 0, 7, 20
"d:\Flutter Application\book_store\lib\bloc\main_bloc.dart", "Dart", -39, 0, -6, -45
"d:\Flutter Application\book_store\lib\bloc\main_event.dart", "Dart", -15, 0, -7, -22
"d:\Flutter Application\book_store\lib\bloc\main_state.dart", "Dart", -15, 0, -7, -22
"d:\Flutter Application\book_store\lib\bloc\noti_count_bloc.dart", "Dart", 33, 0, 8, 41
"d:\Flutter Application\book_store\lib\bloc\noti_count_event.dart", "Dart", 13, 0, 7, 20
"d:\Flutter Application\book_store\lib\bloc\noti_count_state.dart", "Dart", 13, 0, 7, 20
"d:\Flutter Application\book_store\lib\main.dart", "Dart", -19, 0, 2, -17
"d:\Flutter Application\book_store\lib\models\feedback_model.dart", "Dart", 32, 0, 4, 36
"d:\Flutter Application\book_store\lib\models\notification_model.dart", "Dart", 38, 0, 5, 43
"d:\Flutter Application\book_store\lib\models\unfeedback_item_model.dart", "Dart", 26, 0, 5, 31
"d:\Flutter Application\book_store\lib\theme.dart", "Dart", 2, 0, 1, 3
"Total", "-", 3305, 8, 289, 3602
